term,matched_DOID,num matched DOID,code
apraxia,apraxia___DOID_0060135,8,DOID:0060135
apraxia,gait apraxia___DOID_4260,8,DOID:4260
apraxia,ataxia with oculomotor apraxia type 1___DOID_0050754,8,DOID:0050754
arachnodactyly,congenital contractural arachnodactyly___DOID_0111595,3,DOID:0111595
arachnodactyly,obsolete arachnodactyly___DOID_0050455,3,DOID:0050455
arachnodactyly,van den ende-gupta syndrome___DOID_0111699,3,DOID:0111699
arbovirus,obsolete rna virus infectious disease___DOID_1301,1,DOID:1301
arcoxia,,0,
ards,orofaciodigital syndrome viii___DOID_0060378,5,DOID:0060378
ards,edwards syndrome___DOID_1085,5,DOID:1085
ards,progressive supranuclear palsy___DOID_678,5,DOID:678
ards,adult respiratory distress syndrome___DOID_11394,5,DOID:11394
ards,noonan syndrome with multiple lentigines___DOID_14291,5,DOID:14291
armd,age related macular degeneration 1___DOID_0110014,15,DOID:0110014
armd,age related macular degeneration 14___DOID_0110026,15,DOID:0110026
armd,age related macular degeneration 9___DOID_0110021,15,DOID:0110021
armd,age related macular degeneration 2___DOID_0110015,15,DOID:0110015
armd,age related macular degeneration 6___DOID_0110018,15,DOID:0110018
armd,age related macular degeneration 13___DOID_0110025,15,DOID:0110025
armd,autosomal recessive limb-girdle muscular dystrophy type 2c___DOID_0110277,15,DOID:0110277
armd,age related macular degeneration 8___DOID_0110020,15,DOID:0110020
armd,age related macular degeneration 15___DOID_0110027,15,DOID:0110027
armd,age related macular degeneration 12___DOID_0110024,15,DOID:0110024
armd,age related macular degeneration 7___DOID_0110019,15,DOID:0110019
armd,age related macular degeneration 10___DOID_0110022,15,DOID:0110022
armd,age related macular degeneration 4___DOID_0110017,15,DOID:0110017
armd,age related macular degeneration 5___DOID_0110028,15,DOID:0110028
armd,age related macular degeneration 11___DOID_0110023,15,DOID:0110023
arpkd,autosomal recessive polycystic kidney disease___DOID_0110861,1,DOID:0110861
arrhythmia,intellectual developmental disorder with cardiac arrhythmia___DOID_0081008,4,DOID:0081008
arrhythmia,ankyrin-b-related cardiac arrhythmia___DOID_0111700,4,DOID:0111700
arrhythmia,lown-ganong-levine syndrome___DOID_13087,4,DOID:13087
arrhythmia,dilated cardiomyopathy 1e___DOID_0110433,4,DOID:0110433
arterial disease,cerebral arterial disease___DOID_3527,2,DOID:3527
arterial disease,intracranial arterial disease___DOID_13089,2,DOID:13089
arteriosclerosis,arteriosclerosis obliterans___DOID_5160,7,DOID:5160
arteriosclerosis,coronary artery disease___DOID_3393,7,DOID:3393
arteriosclerosis,arteriosclerotic cardiovascular disease___DOID_2348,7,DOID:2348
arteriosclerosis,arteriosclerosis___DOID_2349,7,DOID:2349
arteriosclerosis,monckeberg arteriosclerosis___DOID_5161,7,DOID:5161
arteriosclerosis,arterial calcification of infancy___DOID_0050644,7,DOID:0050644
arteriosclerosis,intracranial arteriosclerosis___DOID_13097,7,DOID:13097
arteriosclerotic,arteriosclerotic cardiovascular disease___DOID_2348,2,DOID:2348
arteriosclerotic,arteriosclerosis___DOID_2349,2,DOID:2349
arteritis,polyarteritis nodosa___DOID_9810,5,DOID:9810
arteritis,obsolete central nervous system aids arteritis___DOID_524,5,DOID:524
arteritis,takayasu's arteritis___DOID_2508,5,DOID:2508
arteritis,temporal arteritis___DOID_13375,5,DOID:13375
arteritis,cerebral arteritis___DOID_11390,5,DOID:11390
artery calcification,,0,
artery disease,peripheral artery disease___DOID_0050830,7,DOID:0050830
artery disease,artery disease___DOID_0050828,7,DOID:0050828
artery disease,renal artery disease___DOID_2388,7,DOID:2388
artery disease,coronary artery disease___DOID_3393,7,DOID:3393
artery disease,carotid artery disease___DOID_3407,7,DOID:3407
artery disease,nonobstructive coronary artery disease___DOID_0080938,7,DOID:0080938
artery disease,pulmonary artery disease___DOID_60001,7,DOID:60001
artery disorder,,0,
artery infection,,0,
artery stroke,,0,
arthritis,multicentric reticulohistiocytosis___DOID_11824,17,DOID:11824
arthritis,juvenile rheumatoid arthritis___DOID_676,17,DOID:676
arthritis,osteoarthritis___DOID_8398,17,DOID:8398
arthritis,periarthritis___DOID_2964,17,DOID:2964
arthritis,immunodeficiency 57___DOID_0111952,17,DOID:0111952
arthritis,psoriatic arthritis___DOID_9008,17,DOID:9008
arthritis,papa syndrome___DOID_0080519,17,DOID:0080519
arthritis,rheumatoid arthritis interstitial lung disease___DOID_849,17,DOID:849
arthritis,loeys-dietz syndrome 3___DOID_0070237,17,DOID:0070237
arthritis,reactive arthritis___DOID_6196,17,DOID:6196
arthritis,transient arthritis___DOID_2092,17,DOID:2092
arthritis,septic arthritis___DOID_813,17,DOID:813
arthritis,obsolete rubella virus arthritis___DOID_9115,17,DOID:9115
arthritis,rheumatoid arthritis___DOID_7148,17,DOID:7148
arthritis,arthritis___DOID_848,17,DOID:848
arthritis,gout___DOID_13189,17,DOID:13189
arthritis,felty's syndrome___DOID_11042,17,DOID:11042
arthropathy,obsolete arthropathy associated with hematological disorder___DOID_846,18,DOID:846
arthropathy,obsolete crystal arthropathy___DOID_829,18,DOID:829
arthropathy,progressive pseudorheumatoid arthropathy of childhood___DOID_0090004,18,DOID:0090004
arthropathy,transient arthropathy___DOID_12084,18,DOID:12084
arthropathy,obsolete arthropathy of the hand___DOID_14278,18,DOID:14278
arthropathy,beukes hip dysplasia___DOID_0111367,18,DOID:0111367
arthropathy,primary hypertrophic osteoarthropathy___DOID_14283,18,DOID:14283
arthropathy,neurogenic arthropathy___DOID_14286,18,DOID:14286
arthropathy,psoriatic arthritis___DOID_9008,18,DOID:9008
arthropathy,behcet's syndrome arthropathy___DOID_1670,18,DOID:1670
arthropathy,secondary hypertrophic osteoarthropathy___DOID_10393,18,DOID:10393
arthropathy,arthropathy___DOID_381,18,DOID:381
arthropathy,obsolete arthropathy associated with dermatological disorder___DOID_9761,18,DOID:9761
arthropathy,reactive arthritis___DOID_6196,18,DOID:6196
arthropathy,spondyloarthropathy___DOID_1123,18,DOID:1123
arthropathy,camptodactyly-arthropathy-coxa vara-pericarditis syndrome___DOID_0090127,18,DOID:0090127
arthropathy,obsolete arthropathy due to hypersensitivity reaction___DOID_1204,18,DOID:1204
arthropathy,gout___DOID_13189,18,DOID:13189
arthrose,,0,
arthrosis,spondyloarthropathy___DOID_1123,4,DOID:1123
arthrosis,osteoarthritis___DOID_8398,4,DOID:8398
arthrosis,hemarthrosis___DOID_801,4,DOID:801
arthrosis,hydrarthrosis___DOID_528,4,DOID:528
artritis,,0,
artrosi,,0,
artrosis,,0,
asbestoses,,0,
asbestosis,asbestosis___DOID_10320,1,DOID:10320
ascvd,,0,
aspergilloses,,0,
aspergillosi,aspergillosis___DOID_13564,6,DOID:13564
aspergillosi,neuroaspergillosis___DOID_13565,6,DOID:13565
aspergillosi,invasive aspergillosis___DOID_0050073,6,DOID:0050073
aspergillosi,allergic bronchopulmonary aspergillosis___DOID_13166,6,DOID:13166
aspergillosi,obsolete tonsillar aspergillosis___DOID_0050074,6,DOID:0050074
aspergillosi,obsolete aspergillus pneumonia___DOID_13165,6,DOID:13165
aspergillosis,aspergillosis___DOID_13564,6,DOID:13564
aspergillosis,neuroaspergillosis___DOID_13565,6,DOID:13565
aspergillosis,invasive aspergillosis___DOID_0050073,6,DOID:0050073
aspergillosis,allergic bronchopulmonary aspergillosis___DOID_13166,6,DOID:13166
aspergillosis,obsolete tonsillar aspergillosis___DOID_0050074,6,DOID:0050074
aspergillosis,obsolete aspergillus pneumonia___DOID_13165,6,DOID:13165
aspergilosis,,0,
asthma,t2-low asthma___DOID_0080818,39,DOID:0080818
asthma,environmental induced asthma___DOID_0080819,39,DOID:0080819
asthma,isocyanates allergic asthma___DOID_0040041,39,DOID:0040041
asthma,intermittent asthma___DOID_0080812,39,DOID:0080812
asthma,extrinsic asthma___DOID_0080811,39,DOID:0080811
asthma,methyl isocyanate allergic asthma___DOID_0040044,39,DOID:0040044
asthma,toluene meta-diisocyanate allergic asthma___DOID_0040043,39,DOID:0040043
asthma,cough variant asthma___DOID_12323,39,DOID:12323
asthma,chronic asthma___DOID_0080809,39,DOID:0080809
asthma,cobalt allergic asthma___DOID_0040054,39,DOID:0040054
asthma,trimellitic anhydride allergic asthma___DOID_0040047,39,DOID:0040047
asthma,phthalic anhydride allergic asthma___DOID_0040048,39,DOID:0040048
asthma,asthma___DOID_2841,39,DOID:2841
asthma,status asthmaticus___DOID_9362,39,DOID:9362
asthma,"diphenylmethane-4,4'-diisocyanate allergic asthma___DOID_0040042",39,DOID:0040042
asthma,persistent severe asthma___DOID_0080824,39,DOID:0080824
asthma,t2-high asthma___DOID_0080817,39,DOID:0080817
asthma,adult-onset severe asthma___DOID_0080816,39,DOID:0080816
asthma,persistent mild asthma___DOID_0080813,39,DOID:0080813
asthma,allergic asthma___DOID_9415,39,DOID:9415
asthma,occupational asthma___DOID_0080820,39,DOID:0080820
asthma,thunderstorm triggered asthma___DOID_0080825,39,DOID:0080825
asthma,acute asthma___DOID_0080810,39,DOID:0080810
asthma,tetrachlorophthalic anhydride allergic asthma___DOID_0040050,39,DOID:0040050
asthma,exercise-induced bronchoconstriction___DOID_0080821,39,DOID:0080821
asthma,aspirin-induced respiratory disease___DOID_0080822,39,DOID:0080822
asthma,near-fatal asthma___DOID_0080823,39,DOID:0080823
asthma,persistent moderate asthma___DOID_0080814,39,DOID:0080814
asthma,hexamethylene diisocyanate allergic asthma___DOID_0040040,39,DOID:0040040
asthma,maleic anhydride allergic asthma___DOID_0040049,39,DOID:0040049
asthma,nickel allergic asthma___DOID_0040045,39,DOID:0040045
asthma,childhood-onset asthma___DOID_0080815,39,DOID:0080815
asthma,intrinsic asthma___DOID_9360,39,DOID:9360
asthma,"asthma, nasal polyps, and aspirin intolerance___DOID_0111579",39,DOID:0111579
asthma,hexahydrophthalic anhydride allergic asthma___DOID_0040051,39,DOID:0040051
asthma,nocturnal asthma___DOID_0080826,39,DOID:0080826
asthma,"toluene 2,4-diisocyanate allergic asthma___DOID_0040104",39,DOID:0040104
asthma,byssinosis___DOID_10323,39,DOID:10323
asthma,atopic dermatitis 3___DOID_0110099,39,DOID:0110099
asthme,,0,
astigmatism,regular astigmatism___DOID_11781,3,DOID:11781
astigmatism,astigmatism___DOID_11782,3,DOID:11782
astigmatism,irregular astigmatism___DOID_13919,3,DOID:13919
ataxia,spinocerebellar ataxia type 7___DOID_0050958,141,DOID:0050958
ataxia,3-methylglutaconic aciduria type 5___DOID_0110000,141,DOID:0110000
ataxia,"cerebellar ataxia, mental retardation and dysequlibrium syndrome___DOID_0050997",141,DOID:0050997
ataxia,obsolete spinocerebellar ataxia type 16___DOID_0050966,141,DOID:0050966
ataxia,spastic ataxia 1___DOID_0050772,141,DOID:0050772
ataxia,spinocerebellar ataxia type 36___DOID_0050983,141,DOID:0050983
ataxia,adult-onset ataxia and polyneuropathy___DOID_0111750,141,DOID:0111750
ataxia,spinocerebellar ataxia type 14___DOID_0050964,141,DOID:0050964
ataxia,episodic ataxia type 7___DOID_0050995,141,DOID:0050995
ataxia,mitochondrial dna depletion syndrome 7___DOID_0080126,141,DOID:0080126
ataxia,x-linked spinocerebellar ataxia 2___DOID_0111830,141,DOID:0111830
ataxia,autosomal recessive spinocerebellar ataxia 6___DOID_0111617,141,DOID:0111617
ataxia,behr syndrome___DOID_0111580,141,DOID:0111580
ataxia,spinocerebellar ataxia type 2___DOID_0050955,141,DOID:0050955
ataxia,pharc syndrome___DOID_0080181,141,DOID:0080181
ataxia,x-linked spinocerebellar ataxia 3___DOID_0111831,141,DOID:0111831
ataxia,autosomal recessive cerebellar ataxia___DOID_0050950,141,DOID:0050950
ataxia,cayman type cerebellar ataxia___DOID_0060694,141,DOID:0060694
ataxia,autosomal recessive spinocerebellar ataxia 12___DOID_0080060,141,DOID:0080060
ataxia,spinocerebellar ataxia type 8___DOID_0050959,141,DOID:0050959
ataxia,x-linked sideroblastic anemia with ataxia___DOID_0050554,141,DOID:0050554
ataxia,obsolete sideroblastic anemia with spinocerebellar ataxia___DOID_0060064,141,DOID:0060064
ataxia,spinocerebellar ataxia type 27___DOID_0050976,141,DOID:0050976
ataxia,spinocerebellar ataxia type 1 with axonal neuropathy___DOID_0090115,141,DOID:0090115
ataxia,spinocerebellar ataxia type 4___DOID_0050957,141,DOID:0050957
ataxia,spastic ataxia 7___DOID_0050945,141,DOID:0050945
ataxia,spinocerebellar ataxia type 25___DOID_0050974,141,DOID:0050974
ataxia,ataxia with oculomotor apraxia type 1___DOID_0050754,141,DOID:0050754
ataxia,episodic ataxia type 6___DOID_0050994,141,DOID:0050994
ataxia,x-linked spinocerebellar ataxia 5___DOID_0111833,141,DOID:0111833
ataxia,spastic ataxia 2___DOID_0050941,141,DOID:0050941
ataxia,spinocerebellar ataxia type 23___DOID_0050973,141,DOID:0050973
ataxia,autosomal recessive spinocerebellar ataxia 2___DOID_0080061,141,DOID:0080061
ataxia,spinocerebellar ataxia type 21___DOID_0050972,141,DOID:0050972
ataxia,fragile x-associated tremor/ataxia syndrome___DOID_0050879,141,DOID:0050879
ataxia,spinocerebellar ataxia type 1___DOID_0050954,141,DOID:0050954
ataxia,friedreich ataxia 2___DOID_0111219,141,DOID:0111219
ataxia,itm2b-related cerebral amyloid angiopathy 1___DOID_0070029,141,DOID:0070029
ataxia,spinocerebellar ataxia type 12___DOID_0050962,141,DOID:0050962
ataxia,episodic ataxia type 8___DOID_0050996,141,DOID:0050996
ataxia,autosomal recessive spinocerebellar ataxia 4___DOID_0111611,141,DOID:0111611
ataxia,coach syndrome___DOID_0111589,141,DOID:0111589
ataxia,stress-induced childhood-onset neurodegeneration with variable ataxia and seizures___DOID_0070352,141,DOID:0070352
ataxia,episodic ataxia___DOID_963,141,DOID:963
ataxia,christianson syndrome___DOID_0060825,141,DOID:0060825
ataxia,episodic ataxia type 3___DOID_0050991,141,DOID:0050991
ataxia,autosomal recessive spinocerebellar ataxia 22___DOID_0111614,141,DOID:0111614
ataxia,east syndrome___DOID_0060484,141,DOID:0060484
ataxia,nijmegen breakage syndrome___DOID_7400,141,DOID:7400
ataxia,x-linked spinocerebellar ataxia 4___DOID_0111832,141,DOID:0111832
ataxia,short-rib thoracic dysplasia 9 with or without polydactyly___DOID_0110097,141,DOID:0110097
ataxia,spastic ataxia___DOID_0050952,141,DOID:0050952
ataxia,autosomal recessive spinocerebellar ataxia 19___DOID_0080065,141,DOID:0080065
ataxia,spinocerebellar ataxia type 6___DOID_0050956,141,DOID:0050956
ataxia,spinocerebellar ataxia 46___DOID_0080288,141,DOID:0080288
ataxia,autosomal recessive spinocerebellar ataxia 17___DOID_0080064,141,DOID:0080064
ataxia,autosomal recessive spinocerebellar ataxia 26___DOID_0080260,141,DOID:0080260
ataxia,obsolete infantile onset spinocerebellar ataxia___DOID_0050556,141,DOID:0050556
ataxia,"autosomal dominant cerebellar ataxia, deafness and narcolepsy___DOID_0050968",141,DOID:0050968
ataxia,x-linked hereditary ataxia___DOID_0050953,141,DOID:0050953
ataxia,narp syndrome___DOID_0111273,141,DOID:0111273
ataxia,spinocerebellar ataxia 44___DOID_0080286,141,DOID:0080286
ataxia,episodic ataxia type 1___DOID_0050989,141,DOID:0050989
ataxia,autosomal recessive spinocerebellar ataxia 15___DOID_0080057,141,DOID:0080057
ataxia,ataxia with oculomotor apraxia type 3___DOID_0060557,141,DOID:0060557
ataxia,autosomal recessive spinocerebellar ataxia 18___DOID_0080042,141,DOID:0080042
ataxia,gordon holmes syndrome___DOID_0111587,141,DOID:0111587
ataxia,autosomal dominant cerebellar ataxia___DOID_1441,141,DOID:1441
ataxia,spinocerebellar ataxia type 15___DOID_0050965,141,DOID:0050965
ataxia,cerebellar ataxia___DOID_0050753,141,DOID:0050753
ataxia,spinocerebellar ataxia type 37___DOID_0050984,141,DOID:0050984
ataxia,autosomal recessive spinocerebellar ataxia 25___DOID_0080259,141,DOID:0080259
ataxia,progressive myoclonus epilepsy 7___DOID_0111447,141,DOID:0111447
ataxia,itm2b-related cerebral amyloid angiopathy 2___DOID_0070030,141,DOID:0070030
ataxia,spinocerebellar ataxia type 35___DOID_0050982,141,DOID:0050982
ataxia,autosomal recessive spinocerebellar ataxia 10___DOID_0050999,141,DOID:0050999
ataxia,spinocerebellar ataxia type 20___DOID_0050971,141,DOID:0050971
ataxia,ataxia telangiectasia___DOID_12704,141,DOID:12704
ataxia,autosomal recessive spinocerebellar ataxia 13___DOID_0080062,141,DOID:0080062
ataxia,spinocerebellar ataxia type 30___DOID_0050979,141,DOID:0050979
ataxia,autosomal recessive spinocerebellar ataxia 11___DOID_0080063,141,DOID:0080063
ataxia,spinocerebellar ataxia 45___DOID_0080287,141,DOID:0080287
ataxia,nonprogressive cerebellar ataxia with mental retardation___DOID_0050998,141,DOID:0050998
ataxia,optic atrophy 10___DOID_0111434,141,DOID:0111434
ataxia,spinocerebellar ataxia type 18___DOID_0050969,141,DOID:0050969
ataxia,familial isolated deficiency of vitamin e___DOID_0090028,141,DOID:0090028
ataxia,hereditary ataxia___DOID_0050951,141,DOID:0050951
ataxia,autosomal recessive spinocerebellar ataxia 7___DOID_0080059,141,DOID:0080059
ataxia,progressive myoclonus epilepsy 6___DOID_0111449,141,DOID:0111449
ataxia,autosomal recessive spinocerebellar ataxia 24___DOID_0111615,141,DOID:0111615
ataxia,charlevoix-saguenay spastic ataxia___DOID_0050946,141,DOID:0050946
ataxia,boucher-neuhauser syndrome___DOID_0111265,141,DOID:0111265
ataxia,hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism___DOID_0060794,141,DOID:0060794
ataxia,spinocerebellar ataxia type 34___DOID_0050981,141,DOID:0050981
ataxia,autosomal recessive spinocerebellar ataxia 3___DOID_0111612,141,DOID:0111612
ataxia,cerebellar ataxia type 47___DOID_0111743,141,DOID:0111743
ataxia,autosomal recessive spinocerebellar ataxia 21___DOID_0111155,141,DOID:0111155
ataxia,spinocerebellar ataxia type 13___DOID_0050963,141,DOID:0050963
ataxia,spinocerebellar ataxia type 26___DOID_0050975,141,DOID:0050975
ataxia,autosomal recessive spinocerebellar ataxia 27___DOID_0111616,141,DOID:0111616
ataxia,friedreich ataxia___DOID_12705,141,DOID:12705
ataxia,autosomal recessive spinocerebellar ataxia 20___DOID_0080066,141,DOID:0080066
ataxia,leukoencephalopathy with vanishing white matter___DOID_0060868,141,DOID:0060868
ataxia,spinocerebellar ataxia type 38___DOID_0050985,141,DOID:0050985
ataxia,episodic ataxia type 2___DOID_0050990,141,DOID:0050990
ataxia,spinocerebellar ataxia type 31___DOID_0050980,141,DOID:0050980
ataxia,episodic ataxia type 4___DOID_0050992,141,DOID:0050992
ataxia,spastic ataxia 5___DOID_0050944,141,DOID:0050944
ataxia,familial hemiplegic migraine 1___DOID_0111181,141,DOID:0111181
ataxia,autosomal recessive spinocerebellar ataxia 16___DOID_0080029,141,DOID:0080029
ataxia,autosomal recessive spinocerebellar ataxia 14___DOID_0080058,141,DOID:0080058
ataxia,spastic ataxia 4___DOID_0050943,141,DOID:0050943
ataxia,primary coenzyme q10 deficiency 4___DOID_0070241,141,DOID:0070241
ataxia,spinocerebellar ataxia type 19/22___DOID_0050970,141,DOID:0050970
ataxia,cerebellar ataxia type 42___DOID_0111742,141,DOID:0111742
ataxia,spinocerebellar ataxia type 10___DOID_0050960,141,DOID:0050960
ataxia,cerebellar ataxia type 41___DOID_0111744,141,DOID:0111744
ataxia,spastic ataxia 8___DOID_0080252,141,DOID:0080252
ataxia,dominant optic atrophy plus syndrome___DOID_0111340,141,DOID:0111340
ataxia,cerebellar ataxia type 9___DOID_0111747,141,DOID:0111747
ataxia,gillespie syndrome___DOID_0111578,141,DOID:0111578
ataxia,spinocerebellar ataxia type 28___DOID_0050977,141,DOID:0050977
ataxia,cerebellar ataxia type 43___DOID_0111745,141,DOID:0111745
ataxia,spinocerebellar ataxia type 40___DOID_0050986,141,DOID:0050986
ataxia,spinocerebellar ataxia type 29___DOID_0050978,141,DOID:0050978
ataxia,autosomal recessive spinocerebellar ataxia 8___DOID_0111618,141,DOID:0111618
ataxia,spinocerebellar ataxia type 17___DOID_0050967,141,DOID:0050967
ataxia,autosomal recessive spinocerebellar ataxia 23___DOID_0111613,141,DOID:0111613
ataxia,spinocerebellar ataxia type 5___DOID_0050882,141,DOID:0050882
ataxia,autosomal dominant sensory ataxia 1___DOID_0111170,141,DOID:0111170
ataxia,x-linked spinocerebellar ataxia 1___DOID_0111829,141,DOID:0111829
ataxia,spinocerebellar ataxia type 11___DOID_0050961,141,DOID:0050961
ataxia,episodic ataxia type 5___DOID_0050993,141,DOID:0050993
ataxia,ataxia with oculomotor apraxia type 2___DOID_0050755,141,DOID:0050755
ataxia,machado-joseph disease___DOID_1440,141,DOID:1440
ataxia,arts syndrome___DOID_0050647,141,DOID:0050647
ataxia,friedreich ataxia 1___DOID_0111218,141,DOID:0111218
ataxia,grid2-related spinocerebellar ataxia___DOID_0050988,141,DOID:0050988
ataxia,spastic ataxia 3___DOID_0050942,141,DOID:0050942
ataxia,x-linked cerebellar ataxia___DOID_0111828,141,DOID:0111828
ataxia,cerebellar ataxia type 48___DOID_0111746,141,DOID:0111746
atherosclerosis,renal artery atheroma___DOID_14092,6,DOID:14092
atherosclerosis,cerebral atherosclerosis___DOID_12720,6,DOID:12720
atherosclerosis,autoimmune atherosclerosis___DOID_0040096,6,DOID:0040096
atherosclerosis,atherosclerosis___DOID_1936,6,DOID:1936
atherosclerosis,aortic atherosclerosis___DOID_10230,6,DOID:10230
atherosclerosis,generalized atherosclerosis___DOID_2347,6,DOID:2347
atherosclerotic,,0,
athlete foot,,0,
athlete' foot,,0,
athlete's foot,tinea pedis___DOID_12403,1,DOID:12403
athletes foot,,0,
atrial fibrillation,atrial fibrillation___DOID_0060224,2,DOID:0060224
atrial fibrillation,familial atrial fibrillation___DOID_0050650,2,DOID:0050650
atrioventricular,atrial heart septal defect 7___DOID_0110112,10,DOID:0110112
atrioventricular,atrioventricular block___DOID_0050820,10,DOID:0050820
atrioventricular,second-degree atrioventricular block___DOID_0050822,10,DOID:0050822
atrioventricular,wolff-parkinson-white syndrome___DOID_384,10,DOID:384
atrioventricular,first-degree atrioventricular block___DOID_0050821,10,DOID:0050821
atrioventricular,ebstein anomaly___DOID_14289,10,DOID:14289
atrioventricular,dextro-looped transposition of the great arteries___DOID_0060770,10,DOID:0060770
atrioventricular,mobitz type ii atrioventricular block___DOID_11312,10,DOID:11312
atrioventricular,atrioventricular septal defect___DOID_0050651,10,DOID:0050651
atrioventricular,third-degree atrioventricular block___DOID_0050823,10,DOID:0050823
atritis,,0,
attack coronary,,0,
attention deficit,attention deficit hyperactivity disorder___DOID_1094,1,DOID:1094
attention deficits,,0,
attention-deficit,,0,
auricular fibrillation,,0,
auto immune,,0,
auto immunity,,0,
auto-immune,thrombocytopenia due to platelet alloimmunization___DOID_1587,1,DOID:1587
auto-immunity,,0,
autoimmune,autoimmune neuropathy___DOID_0060499,46,DOID:0060499
autoimmune,autoimmune lymphoproliferative syndrome type 2b___DOID_0110116,46,DOID:0110116
autoimmune,autoimmune myocarditis___DOID_0080767,46,DOID:0080767
autoimmune,autoimmune hemolytic anemia___DOID_718,46,DOID:718
autoimmune,autoimmune cholangitis___DOID_0080742,46,DOID:0080742
autoimmune,autoimmune disease of urogenital tract___DOID_0060049,46,DOID:0060049
autoimmune,allergic cutaneous vasculitis___DOID_11450,46,DOID:11450
autoimmune,autoimmune disease of central nervous system___DOID_0060004,46,DOID:0060004
autoimmune,autoimmune lymphoproliferative syndrome type 3___DOID_0110119,46,DOID:0110119
autoimmune,autoimmune disease of gastrointestinal tract___DOID_0060031,46,DOID:0060031
autoimmune,autoimmune cardiomyopathy___DOID_0040095,46,DOID:0040095
autoimmune,autoimmune vasculitis___DOID_0040097,46,DOID:0040097
autoimmune,autoimmune polyendocrine syndrome type 2___DOID_0050168,46,DOID:0050168
autoimmune,autoimmune polyendocrine syndrome___DOID_14040,46,DOID:14040
autoimmune,latent autoimmune diabetes in adults___DOID_0080846,46,DOID:0080846
autoimmune,obsolete cns demyelinating autoimmune disease___DOID_641,46,DOID:641
autoimmune,"autoimmune disease of eyes, ear, nose and throat___DOID_0060030",46,DOID:0060030
autoimmune,autoimmune atherosclerosis___DOID_0040096,46,DOID:0040096
autoimmune,autoimmune hepatitis___DOID_2048,46,DOID:2048
autoimmune,autoimmune gastritis___DOID_0040090,46,DOID:0040090
autoimmune,immunodeficiency 31c___DOID_0111946,46,DOID:0111946
autoimmune,autoimmune epilepsy___DOID_0080994,46,DOID:0080994
autoimmune,autoimmune disease___DOID_417,46,DOID:417
autoimmune,immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome___DOID_0090110,46,DOID:0090110
autoimmune,autoimmune uveitis___DOID_0040088,46,DOID:0040088
autoimmune,autoimmune polyendocrine syndrome type 1___DOID_0050167,46,DOID:0050167
autoimmune,obsolete aids-related kaposi's sarcoma___DOID_6895,46,DOID:6895
autoimmune,autoimmune pancreatitis___DOID_0040091,46,DOID:0040091
autoimmune,hirata disease___DOID_0040100,46,DOID:0040100
autoimmune,autoimmune disease of exocrine system___DOID_0060029,46,DOID:0060029
autoimmune,autoimmune peripheral neuropathy___DOID_0040087,46,DOID:0040087
autoimmune,autoimmune disease of peripheral nervous system___DOID_0060033,46,DOID:0060033
autoimmune,autoimmune disease of cardiovascular system___DOID_0060051,46,DOID:0060051
autoimmune,autoimmune lymphoproliferative syndrome___DOID_6688,46,DOID:6688
autoimmune,autoimmune thrombocytopenic purpura___DOID_8924,46,DOID:8924
autoimmune,autoimmune disease of the nervous system___DOID_438,46,DOID:438
autoimmune,autoimmune lymphoproliferative syndrome type 4___DOID_0110117,46,DOID:0110117
autoimmune,henoch-schoenlein purpura___DOID_11123,46,DOID:11123
autoimmune,autoimmune disease of skin and connective tissue___DOID_0060039,46,DOID:0060039
autoimmune,autoimmune glomerulonephritis___DOID_0040094,46,DOID:0040094
autoimmune,autoimmune disease of musculoskeletal system___DOID_0060032,46,DOID:0060032
autoimmune,autoimmune lymphoproliferative syndrome type 2a___DOID_0110115,46,DOID:0110115
autoimmune,autoimmune disease of blood___DOID_0060050,46,DOID:0060050
autoimmune,autoimmune optic neuritis___DOID_0040089,46,DOID:0040089
autoimmune,autoimmune disease of endocrine system___DOID_0060005,46,DOID:0060005
autoimmune,autoimmune thyroiditis___DOID_7188,46,DOID:7188
autoimmunity,immunodeficiency 41___DOID_0111968,4,DOID:0111968
autoimmunity,immunodeficiency 63___DOID_0111997,4,DOID:0111997
autoimmunity,immunodeficiency 60___DOID_0111954,4,DOID:0111954
autoimmunity,immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome___DOID_0090110,4,DOID:0090110
autosomal,autosomal dominant mental retardation 50___DOID_0080233,702,DOID:0080233
autosomal,autosomal dominant robinow syndrome 3___DOID_0060767,702,DOID:0060767
autosomal,autosomal recessive limb-girdle muscular dystrophy type 2t___DOID_0110294,702,DOID:0110294
autosomal,nemaline myopathy 3___DOID_0110927,702,DOID:0110927
autosomal,hereditary spastic paraplegia 25___DOID_0110776,702,DOID:0110776
autosomal,charcot-marie-tooth disease type 1a___DOID_0110148,702,DOID:0110148
autosomal,charcot-marie-tooth disease dominant intermediate a___DOID_0110202,702,DOID:0110202
autosomal,autosomal dominant woolly hair___DOID_0111573,702,DOID:0111573
autosomal,autosomal recessive cutis laxa type iiib___DOID_0070138,702,DOID:0070138
autosomal,autosomal recessive nonsyndromic deafness 100___DOID_0111638,702,DOID:0111638
autosomal,dilated cardiomyopathy 1j___DOID_0110440,702,DOID:0110440
autosomal,vulto-van silfout-de vries syndrome___DOID_0070054,702,DOID:0070054
autosomal,charcot-marie-tooth disease type 4g___DOID_0110196,702,DOID:0110196
